ten_cong_viec,ten_cong_ty,muc_luong,dia_chi,ngay_dang,nganh_nghe,quy_mo_cong_ty,quoc_tich_cong_ty,nam_kinh_nghiem,cap_bac,loai_hinh,loai_hop_dong,cong_nghe_su_dung,quy_trinh_phong_van,url
"['Unity Developer (Junior, Senior)']",['VRILLAR VIETNAM'],['Thương lượng'],"['Lầu 6, 161 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],['Software'],['25-99 Nhân viên'],['South-Korea'],['Từ 2 năm'],"['Junior, Senior']",['In Office'],['Fulltime'],"['Unity', 'C#', 'Game']","['Vòng 1: Resume review', 'Vòng 2: Interview', 'Vòng 3: Send final offer letter upon acceptance']",https://topdev.vn/viec-lam/unity-developer-junior-senior-vrillar-vietnam-2034359?src=topdev_search&medium=searchresult
['[DI6] Senior Front-End Developer (Angular) - MSB -1Y562'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['1.000 USD to 2.000 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 3 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],['Angular'],[],https://topdev.vn/viec-lam/di6-senior-front-end-developer-angular-msb-1y562-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034362?src=topdev_search&medium=searchresult
['DEVOPS ENGINEER - EDTECH DOMAIN'],['Eduvator'],['Từ 27.000.000 VND'],"['308 Trần Phú, Phường 08, Quận 5, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],"['Giáo dục, EdTech']",['100-499 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Linux', 'Git', 'DevOps', 'AWS', 'CI/CD']","['Vòng 1: Phone Screening', 'Vòng 2: Technical Interview', 'Vòng 3: Final Interview']",https://topdev.vn/viec-lam/devops-engineer-edtech-domain-eduvator-2034357?src=topdev_search&medium=searchresult
['Senior Backend Engineer (Java)'],['One Mount Group'],['Thương lượng'],"['Tower 2 Times City, 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 3 ngày trước'],['Dịch vụ doanh nghiệp'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'SQL', 'Back-End', 'Restful Api', 'Spring Boot']",[],https://topdev.vn/viec-lam/senior-backend-engineer-java-one-mount-group-2034386?src=topdev_search&medium=searchresult
['MIDDLE .NET DEVELOPER'],['INFOPLUS'],['Thương lượng'],"['Tầng 17, Tòa nhà IDMC Mỹ Đình, số 15 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 3 ngày trước'],['Dịch vụ IT'],['100-499 Nhân viên'],"['Vietnam, Korea']",['Từ 4 năm'],['Middle'],['In Office'],['Fulltime'],"['C#', '.NET', 'ERP', 'SQL Server', 'Database']",[],https://topdev.vn/viec-lam/middle-net-developer-infoplus-2034355?src=topdev_search&medium=searchresult
['05 QA/Tester (English)'],['CQ TDT ASIA JSC'],['Lên tới 1.500 USD'],"['Tầng 5, Tòa PVI Tower, số 1 Phạm Văn Bạch, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 3 ngày trước'],"['Product, Fintech, Software, Information Technology, Tài Chính, Finance, Chứng khoán']",['100-499 Nhân viên'],"['Japan, Singapore, Vietnam']",['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['QA', 'Tester', 'Manual Test']","['Vòng 1: Phỏng vấn Technical (có làm bài test)', 'Vòng 2: Phỏng vấn về văn hóa']",https://topdev.vn/viec-lam/05-qa-tester-english-cq-tdt-asia-jsc-2034363?src=topdev_search&medium=searchresult
['EMBEDDED ENGINEER (English/Japanese)'],['SHAREWORK SOFTWARE TECHNOLOGY CO.LTD'],['Thương lượng'],"['55-57 Bàu Cát 4, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],"['IT Consultant, Software, Dịch vụ IT, Sản phẩm dịch vụ, Công nghệ thông tin']",['100-499 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['C/C++', 'Automotive', 'Embedded Engineer']",[],https://topdev.vn/viec-lam/embedded-engineer-english-japanese-sharework-software-technology-co-ltd-2034364?src=topdev_search&medium=searchresult
['CHUYÊN VIÊN PHÂN TÍCH VÀ XỬ LÝ SỰ CỐ AN TOÀN THÔNG TIN (SOC ANALYST) - TT. AN TOÀN THÔNG TIN'],['Ngân hàng TMCP Sài Gòn Thương tín (Sacombank)'],['Thương lượng'],"['266-268 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],"['Product, Fintech, Ngân Hàng, Finance']",['10.000-19.999 Nhân viên'],['Vietnam'],['Từ 2 năm'],['Senior'],['In Office'],['Fulltime'],"['Linux', 'Windows', 'IT Service']",[],https://topdev.vn/viec-lam/chuyen-vien-phan-tich-va-xu-ly-su-co-an-toan-thong-tin-soc-analyst-tt-an-toan-thong-tin-ngan-hang-tmcp-sai-gon-thuong-tin-sacombank-2034006?src=topdev_search&medium=searchresult
['[Da Nang] IT Manager (Java/C#/JavaScript/Agile...) (Up to 50 Mil)'],['CHI NHÁNH CÔNG TY TNHH PASONA TECH VIỆT NAM TẠI ĐÀ NẴNG'],['Lên tới 50.000.000 VND'],"['243 Phan Đăng Lưu, Phường Khuê Trung, Quận Cẩm Lệ, Thành phố Đà Nẵng']",['Đăng 4 ngày trước'],['Software'],['100-499 Nhân viên'],['Japan'],['Từ 5 năm'],['Trưởng phòng'],['In Office'],['Fulltime'],"['Agile', 'Java', 'JavaScript', 'C#', 'Scrum']",[],https://topdev.vn/viec-lam/da-nang-it-manager-java-c-javascript-agile-up-to-50-mil-chi-nhanh-cong-ty-tnhh-pasona-tech-viet-nam-tai-da-nang-2034012?src=topdev_search&medium=searchresult
['GIÁO VIÊN TIN HỌC TẠI TPHCM'],['GEMS ENGLISH'],['Thương lượng'],"['Tầng 2- Số 607 Xô Viết Nghệ Tĩnh (Chung cư SGCC-Bình Quới 1), Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh', 'KHU VỰC: NHÀ BÈ, BÌNH CHÁNH, THỦ ĐỨC, Phường Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],"['Phần cứng, Giáo dục, Dịch vụ IT']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],"['Fulltime', 'Part-time']",['MS Office'],['Vòng 1: Phỏng vấn trực tiếp với Head of IT Training Department.'],https://topdev.vn/viec-lam/giao-vien-tin-hoc-tai-tphcm-gems-english-2034277?src=topdev_search&medium=searchresult
['[DI6] Senior Tester (Automation/Manual) – MSB - 1Y561'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['Lên tới 2.000 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['Tester', 'Database', 'Automation Tester', 'Manual Test', 'Mobile Tester']",[],https://topdev.vn/viec-lam/di6-senior-tester-automation-manual-msb-1y561-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034252?src=topdev_search&medium=searchresult
"['Senior Python Data Engineer (Databricks, Delta Lake)']",['International Centre for Trade Transparency Limited'],['Thương lượng'],"['Thao Dien, District 2, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['B2B Services'],['100-499 Nhân viên'],['United-Kingdom'],['Từ 6 năm'],['Senior'],['In Office'],['Fulltime'],"['Python', 'Data Engineer', 'PostgreSql']","['Vòng 1: Remote job interview', 'Vòng 2: In person job interview', 'Vòng 3: Job offers and immediate start']",https://topdev.vn/viec-lam/senior-python-data-engineer-databricks-delta-lake-international-centre-for-trade-transparency-limited-2034272?src=topdev_search&medium=searchresult
['[DI6] IT Business Analyst - MSB - 1Y563'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['1.000 USD to 1.500 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Oracle', 'MySQL', 'Data Analytics', 'API', 'Business Analyst']",[],https://topdev.vn/viec-lam/di6-it-business-analyst-msb-1y563-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034280?src=topdev_search&medium=searchresult
['[DI6] Senior Java Developer/Squad Lead – MSB - 1Y560'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['Thương lượng'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Trưởng Nhóm, Senior']",['In Office'],['Fulltime'],"['Java', 'SQL', 'Java Core']",[],https://topdev.vn/viec-lam/di6-senior-java-developer-squad-lead-msb-1y560-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034251?src=topdev_search&medium=searchresult
['TRUNG TÂM ĐỔI MỚI SÁNG TẠO - DEV LEAD JAVA'],['Tổng Công ty Bưu điện Việt Nam (Vietnam Post)'],['30.000.000 VND to 60.000.000 VND'],"['Tòa nhà Vietnam Post - Số 5 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Logistics'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Trưởng Nhóm'],['In Office'],['Fulltime'],"['PHP', 'Java', '.NET']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp', 'Vòng 3: Trao đổi với lãnh đạo cấp cao hơn (nếu có)']",https://topdev.vn/viec-lam/trung-tam-doi-moi-sang-tao-dev-lead-java-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2034273?src=topdev_search&medium=searchresult
['[DI6] SENIOR DATA ENGINEER (SQL) – MSB - 1Y565'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['1.000 USD to 2.000 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Oracle', 'SQL', 'Python', 'Data Engineer', 'Kafka']",[],https://topdev.vn/viec-lam/di6-senior-data-engineer-sql-msb-1y565-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034278?src=topdev_search&medium=searchresult
['TRUNG TÂM ĐỔI MỚI SÁNG TẠO - BUSINESS ANALYST LEAD'],['Tổng Công ty Bưu điện Việt Nam (Vietnam Post)'],['30.000.000 VND to 60.000.000 VND'],"['Tòa nhà Vietnam Post - Số 5 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Logistics'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Trưởng Nhóm'],['In Office'],['Fulltime'],['Business Analyst'],"['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp', 'Vòng 3: Trao đổi với lãnh đạo cấp cao hơn (nếu có)']",https://topdev.vn/viec-lam/trung-tam-doi-moi-sang-tao-business-analyst-lead-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2034275?src=topdev_search&medium=searchresult
['Senior Product Owner (Business Analyst)'],['One Mount Group'],['Thương lượng'],"['Tower 2 Times City, 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Dịch vụ doanh nghiệp'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Product Owner', 'Business Analyst']",[],https://topdev.vn/viec-lam/senior-product-owner-business-analyst-one-mount-group-2034255?src=topdev_search&medium=searchresult
"['[DI6] Solution Architect (Aws, Java)- MSB - 1Y564']",['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['2.500 USD to 3.500 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Junior, Senior']",['In Office'],['Fulltime'],"['Java', 'Python', 'AWS', 'Business Intelligence', 'Solution Architect']",[],https://topdev.vn/viec-lam/di6-solution-architect-aws-java-msb-1y564-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034279?src=topdev_search&medium=searchresult
['Mid Java Developer (MySQL/ Spring)'],['DaouKiwoom Innovation'],['20.000.000 VND to 40.000.000 VND'],"['AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['100-499 Nhân viên'],['South-Korea'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'MySQL', 'Java Spring Boot']","['Vòng 1: Interview with Tech Lead, CTO', 'Vòng 2: Salary Negotiation']",https://topdev.vn/viec-lam/mid-java-developer-mysql-spring-daoukiwoom-innovation-2034271?src=topdev_search&medium=searchresult
['NLP Engineer'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'Python', 'NLP']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/nlp-engineer-fpt-is-2034285?src=topdev_search&medium=searchresult
['JAVA PROJECT LEADER'],['Agentec Vietnam'],['Thương lượng'],"['42/5-7 Đường Hồ Đắc Di, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['10-24 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Trưởng Nhóm'],['In Office'],['Fulltime'],"['Java', 'JavaScript', 'Project Leader']",[],https://topdev.vn/viec-lam/java-project-leader-agentec-vietnam-2034349?src=topdev_search&medium=searchresult
['TRUNG TÂM ĐỔI MỚI SÁNG TẠO - DEVOPS'],['Tổng Công ty Bưu điện Việt Nam (Vietnam Post)'],['15.000.000 VND to 35.000.000 VND'],"['Tòa nhà Vietnam Post - Số 5 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Logistics'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['DevOps', 'Docker', 'Kubernetes']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp', 'Vòng 3: Trao đổi với lãnh đạo cấp cao hơn (nếu có)']",https://topdev.vn/viec-lam/trung-tam-doi-moi-sang-tao-devops-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2034345?src=topdev_search&medium=searchresult
['Computer Vision Engineer'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 4 ngày trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['C++', 'Java', 'Python']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/computer-vision-engineer-fpt-is-2034284?src=topdev_search&medium=searchresult
['Fullstack Developer (AI R&D Center)'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội', 'FPT Building, Khu công nghiệp Massda, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng']",['Đăng 4 ngày trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['NodeJS', 'Full-Stack', 'ReactJS']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/fullstack-developer-ai-r-d-center-fpt-is-2034283?src=topdev_search&medium=searchresult
"['Automation QC (Appium, Python)']",['Floware'],['Thương lượng'],"['43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['United States'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'Tester', 'Automation Tester']","['Vòng 1: Phỏng vấn với Technical Team', 'Vòng 2: Phỏng vấn với Technical Director', 'Vòng 3: Phỏng vấn với HR']",https://topdev.vn/viec-lam/automation-qc-appium-python-floware-2034350?src=topdev_search&medium=searchresult
"['Full-stack, D365, NodeJs, ReactJs, .Net, Mobile']",['ROMULUS CONSULTANT COMPANY LIMITED'],['Thương lượng'],"['VNO building, 124 Điện Biên Phủ, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh', '., Quận Tây Hồ, Thành phố Hà Nội', '., Quận Hải Châu, Thành phố Đà Nẵng']",['Đăng 4 ngày trước'],"['IT Consultant, Information Technology, Phần Mềm, Dịch vụ IT, Gia công phần mềm']",['25-99 Nhân viên'],['Singapore'],['Từ 1 năm'],"['Junior, Middle, Senior']","['Remote', 'Hybrid']",['Fulltime'],"['NodeJS', '.NET', 'ReactJS']",[],https://topdev.vn/viec-lam/full-stack-d365-nodejs-reactjs-net-mobile-romulus-consultant-company-limited-2034347?src=topdev_search&medium=searchresult
['PHP DEVELOPER'],['BIN CORPORATION GROUP VIỆT NAM'],['Thương lượng'],"['507B Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],"['Quảng Cáo Truyền Thông, Phần Mềm, Tài Chính, Dịch vụ doanh nghiệp, Thương mại điện tử/ Bán lẻ, Bất động sản']",['100-499 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['PHP', 'JavaScript', 'HTML']","['Vòng 1: Bài test', 'Vòng 2: Phỏng vấn trực tiếp với quản lý']",https://topdev.vn/viec-lam/php-developer-bin-corporation-group-viet-nam-2034342?src=topdev_search&medium=searchresult
['QA/Manual Tester'],['AVEPOINT VIỆT NAM'],['Thương lượng'],"['Tầng 4 tòa Artemis Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Software'],['500-999 Nhân viên'],[''],['Không yêu cầu'],['All Levels'],['In Office'],['Fulltime'],"['QA', 'Tester', 'Manual Test']","['Vòng 1: Làm bài test', 'Vòng 2: Phỏng vấn với chuyên gia']",https://topdev.vn/viec-lam/qa-manual-tester-avepoint-viet-nam-2034343?src=topdev_search&medium=searchresult
['System/Network Engineer'],['VietSunshine'],['Thương lượng'],"['Tầng 1-2, 328 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh', 'Văn phòng đại diện: Phòng 3, tầng 5, tòa nhà Sông Hồng, 165 Thái Hà, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Dịch vụ doanh nghiệp'],['25-99 Nhân viên'],['Vietnam'],['Không yêu cầu'],['All Levels'],['In Office'],['Fulltime'],"['System Admin', 'Network', 'System Engineer']",['Vòng 1: 1 vòng phỏng vấn trực tiếp'],https://topdev.vn/viec-lam/system-network-engineer-vietsunshine-2034344?src=topdev_search&medium=searchresult
['[Da Nang] .NET Developer'],['FPT IS'],['Thương lượng'],"['FPT Building, Khu công nghiệp Massda, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng']",['Đăng 4 ngày trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['ASP.NET', '.NET', '.NET Core']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/da-nang-net-developer-fpt-is-2034354?src=topdev_search&medium=searchresult
['Senior Fullstack R&D Developer'],['Floware'],['Thương lượng'],"['43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['United States'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['PHP', 'JavaScript', 'NodeJS']","['Vòng 1: Phỏng vấn với Technical Team', 'Vòng 2: Phỏng vấn với Technical Director', 'Vòng 3: Phỏng vấn với HR']",https://topdev.vn/viec-lam/senior-fullstack-r-d-developer-floware-2034351?src=topdev_search&medium=searchresult
['Data Engineer'],['APOLLO SOLUTIONS'],['Thương lượng'],"['VP tại phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'Big Data', 'ETL']","['Vòng 1: PV qua điện thoại.', 'Vòng 2: PV với Tech Lead.', 'Vòng 3: PV với nhân sự về chính sách lương, thưởng, phúc lợi.']",https://topdev.vn/viec-lam/data-engineer-apollo-solutions-2034356?src=topdev_search&medium=searchresult
['Engineer (DBA)'],['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 4 ngày trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 06 tháng'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Oracle', 'SQL', 'Database', 'Data Engineer', 'Database Administrator']","['Vòng 1: Book an Interview Schedule with HR manager.', 'Vòng 2: 1 round interview (Online meeting, using English)', 'Vòng 3: If passed, negotiate salary and bonus.', 'Vòng 4: Confirm onboarding Date.']",https://topdev.vn/viec-lam/engineer-dba-lg-cns-viet-nam-2034378?src=topdev_search&medium=searchresult
['Manual QC Engineer'],['Floware'],['Thương lượng'],"['43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['United States'],['Từ 2 năm'],['Middle'],['In Office'],['Fulltime'],"['Tester', 'QA/QC', 'Manual Test']","['Vòng 1: Phỏng vấn với Technical Team', 'Vòng 2: Phỏng vấn với Technical Director', 'Vòng 3: Phỏng vấn với HR']",https://topdev.vn/viec-lam/manual-qc-engineer-floware-2034352?src=topdev_search&medium=searchresult
['Nhân Viên Lập Trình Fullstack (2 vị trí)'],['SmartSign'],['15.000.000 VND to 20.000.000 VND'],"['41A Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 4 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['Java', 'NodeJS', '.NET']","['Vòng 1: Phỏng vấn online', 'Vòng 2: Phỏng vấn trực tiếp với Tổng Giám đốc']",https://topdev.vn/viec-lam/nhan-vien-lap-trinh-fullstack-2-vi-tri-smartsign-2034353?src=topdev_search&medium=searchresult
['Senior Automation QA Engineer'],['CÔNG TY CỔ PHẦN PHẦN MỀM VITEX VIỆT NAM'],['15.000.000 VND to 40.000.000 VND'],"['Tầng 12A, Tòa nhà Sông Đà Cầu Giấy, 18/165 đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 5 ngày trước'],['Software'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['Hybrid'],['Fulltime'],"['Tester', 'Automation Tester', 'Automation QA']","['Vòng 1: Phỏng vấn qua điện thoại.', 'Vòng 2: Phỏng vấn trực tiếp với người quản lý trực tiếp.']",https://topdev.vn/viec-lam/senior-automation-qa-engineer-cong-ty-co-phan-phan-mem-vitex-viet-nam-2034238?src=topdev_search&medium=searchresult
"['CVC/ CVCC Fullstack Engineer (Java, Springboot) - TNEX Finance - 4B005']",['Tập đoàn ROX (ROX Group)'],['Thương lượng'],"['Tòa nhà TNR, 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 5 ngày trước'],"['Fintech, Ngân Hàng, Nông nghiệp, Bất động sản, Thương mai dịch vụ']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'Spring', 'VueJS']","['Vòng 1: PV trực tiếp với Head chuyên môn và HR', 'Vòng 2: Đàm phán lương và phúc lợi']",https://topdev.vn/viec-lam/cvc-cvcc-fullstack-engineer-java-springboot-tnex-finance-4b005-tap-doan-rox-rox-group-2034331?src=topdev_search&medium=searchresult
['Senior Embedded Software Engineer (AUTOSAR)'],['Công ty TNHH Yura Corporation Bắc Ninh_Chi nhánh Hà Nội'],['Thương lượng'],"['Tầng 10, tòa nhà Richy, tổ 44, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 5 ngày trước'],"['Software, Phần Mềm']",['Hơn 1000 Nhân viên'],['Korea'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Linux', 'Git', 'C/C++', 'Embedded Engineer', 'Autosar']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/senior-embedded-software-engineer-autosar-cong-ty-tnhh-yura-corporation-bac-ninh-chi-nhanh-ha-noi-2034143?src=topdev_search&medium=searchresult
